cluster,nt,uniport,"sig  (foldchange>|4|, padj<0.001)",,,,
Cluster-97199.3_TRINITY_DN199445_c4_g1,XM_004491055.2,,nochange,,,,
Cluster-14110.3_TRINITY_DN206525_c6_g3,XM_004490984.2,,nochange,,,,
Cluster-110230.2_TRINITY_DN199427_c0_g1,XM_004490739.2,,nochange,,,,
Cluster-110230.0_TRINITY_DN199427_c0_g1,XM_004490739.2,,nochange,,,,
Cluster-64365.450_TRINITY_DN198433_c2_g1,XM_004489767.2,,nochange,,,,
Cluster-64365.129_TRINITY_DN198433_c2_g1,XM_004489767.2,,nochange,,,,
Cluster-64365.1333_TRINITY_DN198433_c2_g1,XM_004489767.2,,nochange,,,,
Cluster-64365.2093_TRINITY_DN197068_c4_g1,XM_004489767.2,,nochange,,,,
Cluster-101186.0_TRINITY_DN202759_c2_g1,XM_004489738.2,,nochange,,,,
Cluster-105727.4_TRINITY_DN206197_c0_g2,XM_004489376.2,,nochange,,,,
Cluster-105727.1_TRINITY_DN206197_c0_g2,XM_004489376.2,,nochange,,,,
Cluster-107087.0_TRINITY_DN195574_c11_g2,XM_004489304.2,,nochange,,,,
Cluster-111159.3_TRINITY_DN202925_c0_g4,XM_004489124.1,,nochange,,,,
Cluster-97146.0_TRINITY_DN193956_c0_g1,XM_004488979.2,,nochange,,,,
Cluster-112546.0_TRINITY_DN210641_c6_g1,XM_004488470.2,,nochange,,,,
Cluster-108441.12_TRINITY_DN209614_c2_g3,XM_004488424.2,,nochange,,,,
Cluster-108441.17_TRINITY_DN209614_c2_g3,XM_004488424.2,,nochange,,,,
Cluster-108441.6_TRINITY_DN209614_c2_g3,XM_004488424.2,,nochange,,,,
Cluster-19676.18_TRINITY_DN208154_c2_g2,XM_004488239.2,,nochange,,,,
Cluster-19676.18_TRINITY_DN210422_c2_g3,XM_004488239.2,,nochange,,,,
Cluster-19676.5_TRINITY_DN203663_c0_g1,XM_004488239.2,,nochange,,,,
Cluster-19676.2_TRINITY_DN203663_c0_g1,XM_004488239.2,,nochange,,,,
Cluster-102506.0_TRINITY_DN202826_c1_g2,XM_004488104.2,,nochange,,,,
Cluster-100968.0_TRINITY_DN202826_c1_g1,XM_004488104.2,,nochange,,,,
Cluster-105930.0_TRINITY_DN202826_c1_g1,XM_004488104.2,,nochange,,,,
Cluster-96294.0_TRINITY_DN200095_c2_g1,XM_004487472.2,,nochange,,,,
Cluster-112566.0_TRINITY_DN208184_c1_g2,XM_004487077.2,,nochange,,,,
Cluster-110429.0_TRINITY_DN205038_c0_g1,XM_004486836.2,,nochange,,,,
Cluster-108584.0_TRINITY_DN210178_c2_g2,XM_004486473.2,,nochange,,,,
Cluster-107670.0_TRINITY_DN208398_c4_g1,XM_004486330.2,,nochange,,,,
Cluster-93778.5_TRINITY_DN203233_c2_g3,XM_004486149.2,,nochange,,,,
Cluster-93778.10_TRINITY_DN200321_c1_g1,XM_004486149.2,,nochange,,,,
Cluster-111134.1_TRINITY_DN210571_c0_g2,XM_004485820.2,,nochange,,,,
Cluster-106685.1_TRINITY_DN206129_c0_g1,XM_004485629.2,,nochange,,,,
Cluster-102135.1_TRINITY_DN196743_c1_g1,XM_004485618.2,,nochange,,,,
Cluster-93360.1_TRINITY_DN200856_c6_g1,XM_004485573.2,,nochange,,,,
Cluster-88188.0_TRINITY_DN196348_c1_g1,XM_004475939.3,,nochange,,,,
Cluster-29261.0_TRINITY_DN198621_c2_g3,XM_004463503.3,,nochange,,,,
Cluster-79546.0_TRINITY_DN197296_c0_g2,XM_004456690.3,,nochange,,,,
Cluster-61064.0_TRINITY_DN195024_c8_g2,XM_004442548.2,,nochange,,,,
Cluster-54887.0_TRINITY_DN199068_c1_g3,XM_004376052.2,,nochange,,,,
Cluster-76788.0_TRINITY_DN187951_c0_g1,XM_004368188.1,,nochange,,,,
Cluster-53534.1_TRINITY_DN193949_c4_g3,XM_004365808.2,,nochange,,,,
Cluster-105188.0_TRINITY_DN208379_c5_g5,XM_004365606.2,,nochange,,,,
Cluster-16076.0_TRINITY_DN192976_c2_g4,XM_004365580.2,,nochange,,,,
Cluster-68985.0_TRINITY_DN201002_c4_g2,XM_004365509.2,,nochange,,,,
Cluster-64365.2355_TRINITY_DN194679_c3_g5,XM_004365434.1,,nochange,,,,
Cluster-93557.0_TRINITY_DN206829_c1_g1,XM_004365222.2,,nochange,,,,
Cluster-41327.0_TRINITY_DN187138_c0_g1,XM_004365132.2,,nochange,,,,
Cluster-46055.0_TRINITY_DN176917_c0_g1,XM_004364995.2,,nochange,,,,
Cluster-34079.0_TRINITY_DN329276_c0_g1,XM_004364545.2,,nochange,,,,
Cluster-64365.1945_TRINITY_DN209414_c7_g1,XM_004364042.2,,nochange,,,,
Cluster-32613.0_TRINITY_DN193111_c2_g3,XM_004362883.1,,nochange,,,,
Cluster-79647.8_TRINITY_DN206181_c3_g2,XM_004362533.1,,nochange,,,,
Cluster-22483.0_TRINITY_DN208293_c2_g1,XM_004360872.1,,nochange,,,,
Cluster-104979.0_TRINITY_DN206426_c1_g1,XM_004360447.1,,nochange,,,,
Cluster-64365.819_TRINITY_DN205921_c1_g1,XM_004359886.1,,nochange,,,,
Cluster-14937.0_TRINITY_DN198972_c5_g1,XM_004358230.1,,nochange,,,,
Cluster-61591.0_TRINITY_DN202388_c4_g2,XM_004356394.1,,nochange,,,,
Cluster-6846.0_TRINITY_DN194024_c6_g1,XM_004355887.1,,nochange,,,,
Cluster-18781.0_TRINITY_DN158332_c0_g3,XM_004355779.1,,nochange,,,,
Cluster-64945.0_TRINITY_DN199768_c5_g1,XM_004353675.1,,nochange,,,,
Cluster-31060.0_TRINITY_DN195473_c5_g5,XM_004353671.1,,nochange,,,,
Cluster-46205.0_TRINITY_DN197871_c3_g8,XM_004353631.1,,nochange,,,,
Cluster-58552.0_TRINITY_DN172952_c0_g1,XM_004351444.1,,nochange,,,,
Cluster-24909.0_TRINITY_DN201473_c9_g1,XM_004350982.1,,nochange,,,,
Cluster-24909.1_TRINITY_DN195574_c3_g1,XM_004350982.1,,nochange,,,,
Cluster-64365.90_TRINITY_DN199610_c1_g3,XM_004349983.1,,nochange,,,,
Cluster-34936.1_TRINITY_DN204996_c5_g1,XM_004349791.2,,nochange,,,,
Cluster-87349.0_TRINITY_DN193426_c0_g3,XM_004349361.2,,nochange,,,,
Cluster-28790.2_TRINITY_DN196775_c6_g2,XM_004349216.2,,nochange,,,,
Cluster-70030.0_TRINITY_DN195464_c3_g1,XM_004349188.2,,nochange,,,,
Cluster-63162.0_TRINITY_DN199768_c5_g2,XM_004348884.1,,nochange,,,,
Cluster-45007.0_TRINITY_DN183973_c0_g1,XM_004348670.1,,nochange,,,,
Cluster-34136.0_TRINITY_DN160079_c1_g1,XM_004348303.1,,nochange,,,,
Cluster-107643.0_TRINITY_DN198706_c2_g6,XM_004347834.2,,nochange,,,,
Cluster-86365.0_TRINITY_DN194897_c4_g2,XM_004347749.2,,nochange,,,,
Cluster-60849.0_TRINITY_DN188938_c0_g1,XM_004347368.2,,nochange,,,,
Cluster-25335.0_TRINITY_DN195717_c5_g7,XM_004347361.2,,nochange,,,,
Cluster-63431.0_TRINITY_DN193431_c4_g2,XM_004345790.1,,nochange,,,,
Cluster-57755.0_TRINITY_DN196247_c5_g1,XM_004345789.1,,nochange,,,,
Cluster-39156.0_TRINITY_DN195592_c2_g1,XM_004345379.2,,nochange,,,,
Cluster-74547.0_TRINITY_DN203423_c7_g1,XM_004345041.2,,nochange,,,,
Cluster-47350.0_TRINITY_DN193144_c8_g3,XM_004344664.1,,nochange,,,,
Cluster-55666.0_TRINITY_DN208651_c4_g3,XM_004343746.2,,nochange,,,,
Cluster-59312.0_TRINITY_DN202288_c4_g5,XM_004343380.2,,nochange,,,,
Cluster-28359.1_TRINITY_DN200021_c0_g1,XM_004343356.2,,nochange,,,,
Cluster-57016.0_TRINITY_DN195900_c0_g2,XM_004343356.2,,nochange,,,,
Cluster-60649.0_TRINITY_DN203508_c4_g3,XM_004343136.2,,nochange,,,,
Cluster-64743.0_TRINITY_DN203508_c4_g2,XM_004343136.2,,nochange,,,,
Cluster-60311.4_TRINITY_DN198217_c1_g8,XM_004343110.2,,nochange,,,,
Cluster-29859.0_TRINITY_DN194390_c0_g1,XM_004342617.2,,nochange,,,,
Cluster-88377.0_TRINITY_DN177645_c0_g1,XM_004342536.2,,nochange,,,,
Cluster-47277.0_TRINITY_DN195830_c2_g2,XM_004341911.2,,nochange,,,,
Cluster-64365.1246_TRINITY_DN197308_c5_g1,XM_004341152.1,,nochange,,,,
Cluster-83309.0_TRINITY_DN197233_c8_g3,XM_004339718.1,,nochange,,,,
Cluster-82866.1_TRINITY_DN201381_c3_g7,XM_004339563.1,,nochange,,,,
Cluster-22144.0_TRINITY_DN198405_c5_g2,XM_004339378.1,,nochange,,,,
Cluster-51014.1_TRINITY_DN197361_c4_g1,XM_004339217.1,,nochange,,,,
Cluster-53747.2_TRINITY_DN200902_c3_g2,XM_004338924.1,,nochange,,,,
Cluster-90.259_TRINITY_DN197527_c3_g2,XM_004338348.1,,nochange,,,,
Cluster-42254.0_TRINITY_DN197759_c5_g9,XM_004338348.1,,nochange,,,,
Cluster-54273.0_TRINITY_DN206270_c0_g2,XM_004337933.1,,nochange,,,,
Cluster-25594.1_TRINITY_DN207962_c1_g2,XM_004337847.1,,nochange,,,,
Cluster-25594.0_TRINITY_DN207962_c1_g1,XM_004337847.1,,nochange,,,,
Cluster-63984.0_TRINITY_DN200192_c0_g4,XM_004337241.1,,nochange,,,,
Cluster-25357.2_TRINITY_DN195564_c7_g3,XM_004334335.1,,nochange,,,,
Cluster-37508.0_TRINITY_DN200399_c8_g3,XM_004333655.1,,nochange,,,,
Cluster-61649.0_TRINITY_DN209391_c4_g1,XM_004333111.1,,nochange,,,,
Cluster-37765.0_TRINITY_DN198628_c7_g3,XM_004333111.1,,nochange,,,,
Cluster-111622.1_TRINITY_DN207410_c1_g2,XM_004310062.2,,nochange,,,,
Cluster-9496.83_TRINITY_DN207846_c2_g4,XM_004309835.2,,nochange,,,,
Cluster-112204.21_TRINITY_DN196560_c6_g2,XM_004309611.2,,nochange,,,,
Cluster-94061.1_TRINITY_DN202604_c5_g2,XM_004307909.2,,nochange,,,,
Cluster-87343.19_TRINITY_DN194770_c3_g2,XM_004307728.2,,nochange,,,,
Cluster-104792.13_TRINITY_DN209440_c1_g2,XM_004307637.2,,nochange,,,,
Cluster-107153.0_TRINITY_DN194965_c7_g1,XM_004307537.2,,nochange,,,,
Cluster-109797.1_TRINITY_DN204105_c1_g2,XM_004307502.2,,nochange,,,,
Cluster-114511.4_TRINITY_DN202019_c0_g1,XM_004307463.2,,nochange,,,,
Cluster-98565.1_TRINITY_DN202244_c5_g2,XM_004307347.2,,nochange,,,,
Cluster-102531.0_TRINITY_DN203888_c0_g1,XM_004307036.2,,nochange,,,,
Cluster-112092.0_TRINITY_DN193966_c0_g1,XM_004306960.2,,nochange,,,,
Cluster-105860.1_TRINITY_DN205783_c0_g3,XM_004306731.2,,nochange,,,,
Cluster-106770.0_TRINITY_DN206189_c0_g1,XM_004306716.2,,nochange,,,,
Cluster-55941.1_TRINITY_DN202303_c0_g1,XM_004306624.2,,nochange,,,,
Cluster-113970.6_TRINITY_DN210523_c1_g3,XM_004306596.2,,nochange,,,,
Cluster-113970.0_TRINITY_DN210523_c1_g3,XM_004306596.2,,nochange,,,,
Cluster-111213.0_TRINITY_DN204850_c1_g1,XM_004306204.2,,nochange,,,,
Cluster-85960.7_TRINITY_DN198938_c6_g1,XM_004305564.2,,nochange,,,,
Cluster-87234.0_TRINITY_DN198354_c0_g1,XM_004304796.2,,nochange,,,,
Cluster-76804.0_TRINITY_DN204015_c2_g1,XM_004304636.2,,nochange,,,,
Cluster-110389.0_TRINITY_DN209099_c0_g1,XM_004304526.2,,nochange,,,,
Cluster-106045.0_TRINITY_DN209698_c1_g3,XM_004304463.2,,nochange,,,,
Cluster-7534.3_TRINITY_DN203107_c2_g1,XM_004304393.2,,nochange,,,,
Cluster-105120.0_TRINITY_DN199708_c0_g1,XM_004304344.2,,nochange,,,,
Cluster-107673.1_TRINITY_DN203947_c1_g1,XM_004304317.2,,nochange,,,,
Cluster-112653.5_TRINITY_DN202031_c1_g3,XM_004304190.2,,nochange,,,,
Cluster-113778.0_TRINITY_DN199826_c1_g1,XM_004304150.2,,nochange,,,,
Cluster-106343.0_TRINITY_DN196198_c4_g1,XM_004304054.2,,nochange,,,,
Cluster-106343.1_TRINITY_DN196198_c4_g1,XM_004304054.2,,nochange,,,,
Cluster-109516.0_TRINITY_DN196198_c4_g2,XM_004304054.2,,nochange,,,,
Cluster-100367.0_TRINITY_DN203685_c1_g1,XM_004303898.2,,nochange,,,,
Cluster-110336.0_TRINITY_DN202615_c4_g1,XM_004303774.2,,nochange,,,,
Cluster-92068.11_TRINITY_DN196244_c2_g1,XM_004303488.2,,nochange,,,,
Cluster-91822.4_TRINITY_DN207957_c0_g1,XM_004303314.2,,nochange,,,,
Cluster-91822.5_TRINITY_DN207957_c0_g1,XM_004303314.2,,nochange,,,,
Cluster-94915.0_TRINITY_DN203656_c2_g1,XM_004303228.2,,nochange,,,,
Cluster-109913.1_TRINITY_DN198969_c0_g1,XM_004302768.2,,nochange,,,,
Cluster-97715.3_TRINITY_DN211033_c0_g1,XM_004302596.2,,nochange,,,,
Cluster-97715.3_TRINITY_DN188079_c0_g1,XM_004302596.2,,nochange,,,,
Cluster-105034.4_TRINITY_DN206828_c3_g1,XM_004302364.2,,nochange,,,,
Cluster-105034.3_TRINITY_DN206828_c3_g1,XM_004302364.2,,nochange,,,,
Cluster-105034.2_TRINITY_DN206828_c3_g1,XM_004302364.2,,nochange,,,,
Cluster-106294.0_TRINITY_DN207817_c1_g1,XM_004302261.2,,nochange,,,,
Cluster-91454.8_TRINITY_DN206894_c0_g1,XM_004302243.2,,nochange,,,,
Cluster-112178.2_TRINITY_DN205124_c1_g1,XM_004302163.2,,nochange,,,,
Cluster-95892.6_TRINITY_DN205785_c0_g3,XM_004302033.2,,nochange,,,,
Cluster-95892.4_TRINITY_DN205785_c0_g3,XM_004302033.2,,nochange,,,,
Cluster-110380.8_TRINITY_DN198432_c1_g1,XM_004302015.2,,nochange,,,,
Cluster-110380.7_TRINITY_DN205955_c0_g2,XM_004302015.2,,nochange,,,,
Cluster-110380.7_TRINITY_DN205801_c5_g1,XM_004302015.2,,nochange,,,,
Cluster-112878.0_TRINITY_DN202562_c3_g1,XM_004301399.2,,nochange,,,,
Cluster-90883.15_TRINITY_DN203703_c1_g1,XM_004301064.2,,nochange,,,,
Cluster-90883.2_TRINITY_DN203703_c1_g1,XM_004301064.2,,nochange,,,,
Cluster-90883.20_TRINITY_DN203703_c1_g1,XM_004301064.2,,nochange,,,,
Cluster-107365.12_TRINITY_DN193857_c4_g2,XM_004300467.2,,nochange,,,,
Cluster-94764.4_TRINITY_DN210804_c2_g3,XM_004300349.2,,nochange,,,,
Cluster-100193.17_TRINITY_DN196009_c3_g4,XM_004300256.2,,nochange,,,,
Cluster-100193.1_TRINITY_DN196009_c3_g4,XM_004300256.2,,nochange,,,,
Cluster-94913.0_TRINITY_DN200645_c1_g1,XM_004300078.2,,nochange,,,,
Cluster-99853.2_TRINITY_DN195419_c11_g1,XM_004300049.2,,nochange,,,,
Cluster-99853.3_TRINITY_DN195419_c11_g1,XM_004300049.2,,nochange,,,,
Cluster-106496.0_TRINITY_DN201595_c0_g1,XM_004299989.2,,nochange,,,,
Cluster-90111.0_TRINITY_DN209991_c1_g6,XM_004299912.2,,nochange,,,,
Cluster-113931.1_TRINITY_DN209991_c1_g3,XM_004299912.2,,nochange,,,,
Cluster-113931.8_TRINITY_DN195474_c1_g1,XM_004299912.2,,nochange,,,,
Cluster-104303.0_TRINITY_DN205653_c2_g1,XM_004299834.2,,nochange,,,,
Cluster-92306.0_TRINITY_DN200991_c1_g2,XM_004299808.2,,nochange,,,,
Cluster-106547.1_TRINITY_DN200406_c1_g1,XM_004299564.2,,nochange,,,,
Cluster-37319.1_TRINITY_DN196683_c3_g3,XM_004299543.2,,nochange,,,,
Cluster-98094.0_TRINITY_DN191273_c0_g1,XM_004299429.2,,nochange,,,,
Cluster-109245.1_TRINITY_DN197609_c5_g4,XM_004299140.2,,nochange,,,,
Cluster-101245.0_TRINITY_DN204309_c0_g1,XM_004298878.2,,nochange,,,,
Cluster-108688.11_TRINITY_DN210718_c2_g3,XM_004298852.2,,nochange,,,,
Cluster-109997.3_TRINITY_DN211211_c3_g9,XM_004298752.2,,nochange,,,,
Cluster-98012.0_TRINITY_DN204044_c0_g1,XM_004298609.2,,nochange,,,,
Cluster-103237.0_TRINITY_DN196802_c8_g1,XM_004298407.2,,nochange,,,,
Cluster-93255.0_TRINITY_DN208082_c2_g1,XM_004298168.2,,nochange,,,,
Cluster-99746.0_TRINITY_DN200148_c0_g2,XM_004297747.2,,nochange,,,,
Cluster-99746.2_TRINITY_DN200148_c0_g2,XM_004297747.2,,nochange,,,,
Cluster-111494.1_TRINITY_DN210816_c3_g1,XM_004297509.2,,nochange,,,,
Cluster-110492.0_TRINITY_DN203374_c0_g2,XM_004297338.2,,nochange,,,,
Cluster-101337.0_TRINITY_DN199652_c4_g1,XM_004297296.2,,nochange,,,,
Cluster-113231.1_TRINITY_DN207171_c0_g1,XM_004297277.2,,nochange,,,,
Cluster-106432.1_TRINITY_DN204707_c0_g1,XM_004297071.2,,nochange,,,,
Cluster-94389.1_TRINITY_DN206091_c3_g1,XM_004297047.2,,nochange,,,,
Cluster-102934.1_TRINITY_DN192509_c0_g1,XM_004297029.2,,nochange,,,,
Cluster-102590.0_TRINITY_DN197049_c3_g1,XM_004296787.2,,nochange,,,,
Cluster-90386.0_TRINITY_DN193136_c0_g2,XM_004296587.2,,nochange,,,,
Cluster-60433.1_TRINITY_DN194448_c0_g1,XM_004296553.2,,nochange,,,,
Cluster-108253.0_TRINITY_DN198267_c4_g4,XM_004296553.2,,nochange,,,,
Cluster-103602.8_TRINITY_DN206638_c1_g2,XM_004296528.2,,nochange,,,,
Cluster-106128.0_TRINITY_DN207720_c4_g2,XM_004296393.2,,nochange,,,,
Cluster-101978.1_TRINITY_DN203528_c3_g1,XM_004295862.2,,nochange,,,,
Cluster-108627.0_TRINITY_DN211243_c2_g1,XM_004295164.2,,nochange,,,,
Cluster-108402.0_TRINITY_DN210793_c0_g2,XM_004294944.2,,nochange,,,,
Cluster-12241.1_TRINITY_DN204360_c1_g1,XM_004294910.2,,nochange,,,,
Cluster-12241.3_TRINITY_DN204360_c1_g1,XM_004294910.2,,nochange,,,,
Cluster-101946.1_TRINITY_DN189929_c0_g1,XM_004294699.2,,nochange,,,,
Cluster-113854.4_TRINITY_DN210183_c0_g3,XM_004294337.2,,nochange,,,,
Cluster-92583.12_TRINITY_DN203775_c0_g1,XM_004294298.2,,nochange,,,,
Cluster-91972.3_TRINITY_DN210770_c3_g2,XM_004293992.2,,nochange,,,,
Cluster-105476.0_TRINITY_DN203903_c0_g2,XM_004293753.2,,nochange,,,,
Cluster-104086.2_TRINITY_DN205644_c2_g4,XM_004293410.2,,nochange,,,,
Cluster-95502.0_TRINITY_DN210050_c2_g3,XM_004293269.2,,nochange,,,,
Cluster-93273.0_TRINITY_DN192518_c0_g1,XM_004292878.2,,nochange,,,,
Cluster-112149.1_TRINITY_DN202518_c0_g1,XM_004292819.2,,nochange,,,,
Cluster-98876.0_TRINITY_DN207425_c0_g3,XM_004292806.2,,nochange,,,,
Cluster-113713.7_TRINITY_DN196982_c5_g1,XM_004292734.2,,nochange,,,,
Cluster-99061.0_TRINITY_DN203577_c1_g1,XM_004291838.2,,nochange,,,,
Cluster-111949.0_TRINITY_DN209319_c3_g1,XM_004291829.2,,nochange,,,,
Cluster-102722.0_TRINITY_DN201860_c4_g1,XM_004291803.2,,nochange,,,,
Cluster-111937.0_TRINITY_DN205912_c1_g1,XM_004291781.2,,nochange,,,,
Cluster-102000.0_TRINITY_DN198749_c0_g1,XM_004291772.2,,nochange,,,,
Cluster-107205.1_TRINITY_DN201089_c2_g2,XM_004291734.2,,nochange,,,,
Cluster-113389.0_TRINITY_DN205029_c0_g1,XM_004291704.2,,nochange,,,,
Cluster-101610.0_TRINITY_DN188937_c0_g1,XM_004291677.2,,nochange,,,,
Cluster-90058.6_TRINITY_DN195044_c3_g1,XM_004291555.2,,nochange,,,,
Cluster-112107.1_TRINITY_DN201627_c1_g1,XM_004291418.2,,nochange,,,,
Cluster-112107.0_TRINITY_DN209348_c1_g4,XM_004291418.2,,nochange,,,,
Cluster-112107.3_TRINITY_DN201627_c1_g1,XM_004291418.2,,nochange,,,,
Cluster-106151.1_TRINITY_DN207701_c0_g2,XM_004291119.2,,nochange,,,,
Cluster-100596.0_TRINITY_DN201004_c6_g1,XM_004291017.2,,nochange,,,,
Cluster-111140.0_TRINITY_DN207359_c1_g2,XM_004290969.2,,nochange,,,,
Cluster-96139.10_TRINITY_DN211099_c1_g4,XM_004290965.2,,nochange,,,,
Cluster-95879.0_TRINITY_DN201294_c2_g4,XM_004290909.2,,nochange,,,,
Cluster-107721.0_TRINITY_DN202726_c5_g1,XM_004290785.2,,nochange,,,,
Cluster-91537.1_TRINITY_DN207081_c1_g1,XM_004290543.2,,nochange,,,,
Cluster-104916.2_TRINITY_DN204698_c1_g1,XM_004290490.2,,nochange,,,,
Cluster-101660.0_TRINITY_DN180488_c0_g1,XM_004290298.2,,nochange,,,,
Cluster-113409.0_TRINITY_DN208472_c0_g1,XM_004290080.2,,nochange,,,,
Cluster-104470.1_TRINITY_DN197485_c0_g1,XM_004289936.2,,nochange,,,,
Cluster-95125.18_TRINITY_DN207905_c5_g2,XM_004289916.2,,nochange,,,,
Cluster-98076.0_TRINITY_DN199678_c2_g5,XM_004289811.2,,nochange,,,,
Cluster-95445.0_TRINITY_DN205201_c3_g1,XM_004289806.2,,nochange,,,,
Cluster-93070.3_TRINITY_DN203672_c1_g1,XM_004289681.2,,nochange,,,,
Cluster-93070.2_TRINITY_DN203672_c1_g1,XM_004289681.2,,nochange,,,,
Cluster-108520.1_TRINITY_DN205880_c2_g4,XM_004289394.2,,nochange,,,,
Cluster-100963.0_TRINITY_DN209588_c1_g3,XM_004289342.2,,nochange,,,,
Cluster-93010.0_TRINITY_DN202823_c2_g3,XM_004288711.2,,nochange,,,,
Cluster-113357.1_TRINITY_DN205044_c0_g1,XM_004288261.2,,nochange,,,,
Cluster-113357.0_TRINITY_DN200958_c0_g1,XM_004288261.2,,nochange,,,,
Cluster-66464.0_TRINITY_DN200457_c6_g4,XM_004288201.2,,nochange,,,,
Cluster-96326.0_TRINITY_DN197716_c5_g1,XM_004287898.2,,nochange,,,,
Cluster-113797.1_TRINITY_DN197482_c0_g1,XM_004287810.2,,nochange,,,,
Cluster-75717.0_TRINITY_DN195190_c7_g1,XM_004287810.2,,nochange,,,,
Cluster-103622.1_TRINITY_DN206561_c0_g1,XM_004287692.2,,nochange,,,,
Cluster-103325.1_TRINITY_DN194699_c3_g4,XM_004287463.2,,nochange,,,,
Cluster-107821.0_TRINITY_DN207116_c0_g1,XM_004287409.2,,nochange,,,,
Cluster-100055.1_TRINITY_DN206156_c1_g2,XM_004287214.2,,nochange,,,,
Cluster-92567.5_TRINITY_DN197582_c0_g1,XM_004287146.2,,nochange,,,,
Cluster-102260.0_TRINITY_DN202543_c5_g1,XM_004253000.4,,nochange,,,,
Cluster-104014.0_TRINITY_DN204846_c1_g1,XM_004252687.4,,nochange,,,,
Cluster-95358.0_TRINITY_DN199910_c3_g1,XM_004252159.4,,nochange,,,,
Cluster-107806.1_TRINITY_DN207675_c0_g1,XM_004251846.4,,nochange,,,,
Cluster-100077.0_TRINITY_DN211037_c5_g2,XM_004251078.4,,nochange,,,,
Cluster-99908.0_TRINITY_DN200385_c1_g2,XM_004250300.4,,nochange,,,,
Cluster-100759.0_TRINITY_DN211271_c3_g2,XM_004249959.4,,nochange,,,,
Cluster-90962.2_TRINITY_DN202387_c0_g1,XM_004249919.2,,nochange,,,,
Cluster-90962.1_TRINITY_DN202387_c0_g1,XM_004249919.2,,nochange,,,,
Cluster-87657.3_TRINITY_DN196680_c3_g1,XM_004249229.4,,nochange,,,,
Cluster-18909.0_TRINITY_DN206907_c0_g3,XM_004249020.4,,nochange,,,,
Cluster-93515.11_TRINITY_DN202859_c5_g1,XM_004248630.4,,nochange,,,,
Cluster-113646.1_TRINITY_DN208879_c0_g1,XM_004248527.4,,nochange,,,,
Cluster-109986.0_TRINITY_DN203851_c0_g2,XM_004248061.4,,nochange,,,,
Cluster-111583.0_TRINITY_DN209525_c5_g5,XM_004247980.3,,nochange,,,,
Cluster-113936.9_TRINITY_DN201632_c1_g1,XM_004247972.4,,nochange,,,,
Cluster-113536.1_TRINITY_DN211197_c3_g1,XM_004247717.4,,nochange,,,,
Cluster-113000.0_TRINITY_DN205522_c8_g2,XM_004247440.4,,nochange,,,,
Cluster-103025.0_TRINITY_DN207149_c1_g1,XM_004247072.4,,nochange,,,,
Cluster-108282.5_TRINITY_DN209808_c1_g1,XM_004245971.4,,nochange,,,,
Cluster-98421.0_TRINITY_DN200354_c0_g1,XM_004245832.4,,nochange,,,,
Cluster-100193.13_TRINITY_DN196009_c3_g4,XM_004245789.4,,nochange,,,,
Cluster-112334.11_TRINITY_DN206975_c0_g1,XM_004245665.4,,nochange,,,,
Cluster-33949.3_TRINITY_DN195813_c0_g1,XM_004245515.4,,nochange,,,,
Cluster-91381.0_TRINITY_DN200395_c2_g2,XM_004245513.4,,nochange,,,,
Cluster-104074.4_TRINITY_DN202812_c4_g1,XM_004244610.4,,nochange,,,,
Cluster-100899.0_TRINITY_DN197470_c4_g1,XM_004244534.4,,nochange,,,,
Cluster-97483.2_TRINITY_DN207639_c3_g2,XM_004244508.4,,nochange,,,,
Cluster-114004.0_TRINITY_DN207167_c0_g3,XM_004244237.4,,nochange,,,,
Cluster-102013.5_TRINITY_DN200377_c4_g1,XM_004244209.4,,nochange,,,,
Cluster-98653.0_TRINITY_DN197808_c0_g1,XM_004244125.4,,nochange,,,,
Cluster-99513.0_TRINITY_DN200251_c4_g1,XM_004244093.4,,nochange,,,,
Cluster-106074.0_TRINITY_DN207814_c0_g2,XM_004243864.4,,nochange,,,,
Cluster-92091.4_TRINITY_DN196353_c2_g1,XM_004242887.4,,nochange,,,,
Cluster-98361.0_TRINITY_DN208735_c3_g5,XM_004241217.4,,nochange,,,,
Cluster-109271.2_TRINITY_DN196037_c4_g6,XM_004240727.4,,nochange,,,,
Cluster-15716.2_TRINITY_DN207056_c6_g3,XM_004240335.4,,nochange,,,,
Cluster-81565.0_TRINITY_DN198500_c0_g5,XM_004239861.4,,nochange,,,,
Cluster-114339.5_TRINITY_DN210736_c1_g2,XM_004239689.3,,nochange,,,,
Cluster-111195.1_TRINITY_DN198153_c2_g7,XM_004238736.4,,nochange,,,,
Cluster-113512.0_TRINITY_DN202704_c4_g2,XM_004237872.4,,nochange,,,,
Cluster-86911.0_TRINITY_DN210666_c1_g1,XM_004237390.4,,nochange,,,,
Cluster-98536.2_TRINITY_DN207852_c1_g2,XM_004236916.3,,nochange,,,,
Cluster-102412.0_TRINITY_DN195829_c0_g2,XM_004236719.4,,nochange,,,,
Cluster-102018.1_TRINITY_DN189237_c0_g1,XM_004236664.4,,nochange,,,,
Cluster-106085.1_TRINITY_DN199951_c1_g2,XM_004235302.4,,nochange,,,,
Cluster-109610.1_TRINITY_DN193734_c1_g1,XM_004235193.4,,nochange,,,,
Cluster-102099.0_TRINITY_DN210162_c2_g2,XM_004234995.4,,nochange,,,,
Cluster-64365.513_TRINITY_DN196814_c0_g2,XM_004234978.4,,nochange,,,,
